toi,tid,tfopwg_disp,pl_orbper,pl_tranmid,toi_created,rowupdate,ra,dec,st_tmag,st_teff,st_rad,label
813.01,55525572,CP,83.8962434,2459125.846913,2019-06-21 19:07:29,2023-12-05 10:08:02,72.69401,-60.905461,9.8467,5823.7,2.04354,1
814.01,255760319,FP,7.21048,2458359.73394,2019-06-21 19:17:58,2021-12-07 16:02:02,99.714619,-53.107598,8.9944,5920.4,2.14,0
815.01,102840239,CP,11.1972769,2460026.624284,2019-06-21 19:21:00,2025-03-25 12:03:48,155.871938,-43.834925,9.36,4953.9,0.76,1
815.02,102840239,CP,734.4987702,2460023.129913,2023-04-27 20:49:13,2025-03-25 12:03:48,155.871938,-43.834925,9.36,4953.9,0.76,1
816.01,175180796,FP,1.55747,2458493.44312,2019-06-21 19:23:11,2021-10-29 12:59:15,116.010481,-36.996503,11.143,4146.6,0.62,0
817.01,30312676,FP,1.10223,2459126.7692,2019-06-17 17:15:50,2022-02-15 16:02:02,74.286788,-66.390334,11.3029,8747.0,2.23767,0
821.01,125405602,FA,13.8233035,2458606.784642,2019-06-17 17:15:51,2026-07-25 16:00:02,209.615851,-23.277572,11.1825,3669.0,0.477,0
822.02,127530399,CP,1.0115336,2458597.575673,2021-10-28 01:48:14,2022-06-01 12:04:12,217.6092,-46.159516,11.1116,4775.0,0.789877,1
824.01,193641523,CP,1.3929721,2458597.813432,2019-06-17 17:15:52,2024-02-15 10:08:02,222.16547,-57.588867,10.0732,4452.0,0.729635,1
832.01,350332997,FP,1.9160221,2459357.079526,2019-06-17 17:15:54,2024-09-09 10:08:01,84.081627,-54.191199,11.7611,5623.0,2.09,0
833.01,362249359,CP,1.041889,2458544.120496,2019-06-17 17:15:55,2024-02-15 10:08:02,145.645472,-62.475886,10.1461,3965.0,0.603336,1
836.01,440887364,CP,8.5954792,2459356.164023,2019-06-17 17:15:56,2024-09-09 10:08:01,225.079883,-24.454202,8.6486,4476.0,0.69,1
836.02,440887364,CP,3.8167262,2459355.705342,2019-06-17 17:15:56,2024-09-09 10:08:01,225.079883,-24.454202,8.6486,4476.0,0.69,1
837.01,460205581,CP,8.3249172,2460022.80686,2019-06-17 17:15:57,2023-05-05 16:02:01,157.037281,-64.505211,9.9322,6513.0,1.01,1
838.01,461271719,FP,7.6246239,2458603.195906,2019-06-27 18:48:45,2024-09-09 10:08:01,203.166643,-38.845947,8.7823,7313.0,2.6298299,0
844.01,380886535,FP,8.9066251,2459451.724033,2019-07-10 19:36:45,2022-03-11 12:02:52,19.461136,0.346971,11.7952,5829.6,1.51595,0
845.01,32283946,FP,7.06181,2458389.0024,2019-07-10 19:36:45,2026-04-15 10:08:02,24.172722,-31.670795,11.7582,5818.3,1.49,0
846.01,229141709,FP,14.20489,2458363.76296,2019-07-10 19:36:45,2021-10-29 12:59:15,26.376875,-51.296821,11.766,6316.3,1.21,0
848.01,42015200,FP,9.77742,2458391.66318,2019-07-10 19:36:45,2022-07-28 10:10:02,24.216097,-39.142583,11.6818,4513.0,2.87,0
849.01,33595516,CP,0.76566,2458384.01956,2019-07-10 19:36:45,2021-10-29 12:59:15,28.715796,-29.421709,11.5485,5311.0,0.92,1
858.01,198008005,CP,3.2797206,2459088.312108,2019-07-10 19:36:45,2025-06-04 10:08:01,60.199826,-54.592918,10.6444,5857.0,1.29747,1
861.01,372913430,FP,6.7391601,2460894.248512,2019-07-12 15:24:44,2026-03-11 16:00:02,119.533518,-60.780499,8.3502,10341.0,3.39,0
866.01,381976956,FA,22.338916,2458330.873539,2019-07-12 16:20:28,2024-09-09 10:08:01,77.546589,-57.586679,9.0099,4866.0,7.56825,0
868.01,271596418,FP,0.556109,2458325.748771,2019-07-12 16:20:28,2021-10-29 12:59:15,108.568016,-74.970528,10.7109,5670.45,1.18329,0
869.01,200807066,FA,26.2588239,2458404.072952,2019-07-12 16:20:28,2024-09-09 10:08:01,53.178982,-51.788532,8.9043,5908.0,1.24841,0
871.01,219344917,CP,14.362738,2458417.051084,2019-07-12 16:20:28,2025-04-21 12:03:49,74.737626,-50.627415,9.7607,4939.0,0.732189,1
878.01,219380235,FA,3.9773904,2459196.628398,2019-07-12 19:27:36,2021-10-29 12:59:15,76.761786,-51.766957,10.8239,5518.3,1.77,0
879.01,37084932,FP,6.58454,2458470.64431,2019-07-12 19:27:36,2021-10-29 12:59:15,98.123772,-3.54484,9.5254,8829.0,,0
880.02,34077285,CP,2.5735943,2460663.874669,2021-02-19 00:26:39,2025-05-28 16:00:02,94.164473,-13.987337,9.2563,4935.0,0.816999,1
881.01,237808867,FP,0.56708,2458468.86467,2019-07-12 19:27:36,2021-10-29 12:59:15,104.479884,5.748028,9.792,5274.0,9.78,0
882.01,92013169,FP,2.3552639,2460282.512522,2019-07-12 19:27:36,2024-01-17 16:02:04,89.16524,14.785575,9.73965,7069.0,2.37,0
884.01,167031605,FP,2.7809,2458468.69741,2019-07-12 19:27:36,2022-07-11 16:02:02,93.921031,11.832621,9.9534,11246.0,5.45,0
886.01,120269103,FP,20.4276727,2459203.108337,2019-07-12 19:27:36,2024-09-09 10:08:01,101.693856,-6.144778,8.26522,8844.0,3.25795,0
888.01,438295981,FP,3.96643,2458472.15837,2019-07-12 19:27:36,2021-10-29 12:59:15,96.666044,13.29938,9.52621,6565.2,1.9,0
889.01,284288080,FP,1.83485,2458469.90719,2019-07-12 19:27:36,2021-10-29 12:59:15,106.649775,-53.546434,10.8457,6466.0,1.68,0
891.01,33690636,FP,4.99915,2458468.9545,2019-07-12 19:27:36,2024-09-09 10:08:01,93.122299,-16.792043,11.0427,4696.0,0.79,0
892.01,66561343,CP,10.6265837,2459219.552074,2019-07-12 19:27:36,2021-10-29 12:59:15,86.738228,-11.23534,10.9739,7723.0,1.35,1
894.01,42755801,FP,4.3433389,2459225.901334,2019-07-12 19:27:36,2024-09-09 10:08:01,96.793934,-4.7801,9.1672,9900.0,3.83,0
895.01,250484865,FP,0.76189,2458468.75811,2019-07-12 19:27:36,2021-10-29 12:59:15,94.205654,-2.92914,8.7973,5998.0,1.11,0
896.01,102283403,FA,3.52985,2458471.13285,2019-07-12 19:27:36,2026-07-25 16:00:02,89.15458,10.551759,9.08959,6627.0,1.37,0
897.01,229384040,FP,1.2980202,2459211.72088,2019-07-12 19:27:36,2024-09-09 10:08:01,98.59774,8.413625,9.11269,6128.0,1.62,0
898.01,124543547,FP,,2458487.5,2019-03-21 15:42:32,2025-08-15 16:00:02,104.480707,-9.924849,10.5672,5652.0,2.74,0
904.01,261257684,CP,10.8772748,2458626.968411,2019-07-15 19:20:08,2024-08-15 10:08:02,89.371273,-83.129726,10.846,3992.0,0.532439,1
904.02,261257684,CP,83.9993991,2458630.353329,2022-04-20 20:59:59,2024-08-15 10:08:02,89.371273,-83.129726,10.846,3992.0,0.532439,1
905.01,261867566,CP,3.7395716,2458628.349689,2019-07-15 19:20:08,2024-02-15 10:08:02,227.658675,-71.361632,10.5721,5565.0,1.00018,1
907.01,305424003,CP,4.5849129,2458627.05684,2019-07-15 19:20:10,2025-04-21 12:03:49,262.183407,-62.840383,9.9444,6272.0,2.0597899,1
908.01,350153977,CP,3.1837789,2458626.550518,2019-07-15 19:20:11,2024-03-14 16:54:32,53.159427,-81.250745,10.6513,5500.0,1.0523601,1
909.01,364107753,FP,3.9043855,2460119.573617,2019-07-15 19:20:12,2023-08-07 16:02:01,251.362526,-71.839588,7.0514,6059.06,1.31,0
910.01,369327947,CP,2.0291067,2458626.204389,2019-07-15 19:20:12,2024-08-15 10:08:02,290.23794,-82.559788,10.1508,3194.0,0.287497,1
912.01,406941612,CP,4.678059,2458628.407636,2019-07-22 19:45:36,2025-09-18 12:03:32,229.328567,-80.473345,10.4904,3566.0,0.426465,1
913.01,407126408,CP,11.099348,2458625.210727,2019-07-15 19:20:13,2024-11-14 17:22:21,234.572324,-80.803427,9.6181,4948.0,0.732535,1
914.01,153027658,FP,2.3374921,2458384.9247,2019-07-23 18:22:48,2021-10-29 12:59:15,48.726093,-44.961855,10.2413,5963.4,1.54,0
915.01,259389219,FP,2.3250156,2459199.865578,2019-07-23 18:22:48,2024-09-09 10:08:01,68.803771,-51.396562,11.2486,5753.0,2.05,0
916.01,348844154,FP,29.17362,2458343.2066,2019-07-23 18:22:48,2021-12-07 16:02:02,105.956649,-60.297493,11.2532,5493.2,1.89,0
918.01,294869729,FP,1.1140067,2459199.904943,2019-07-23 18:22:48,2025-07-10 10:08:01,71.799228,-68.985641,11.2716,5614.0,2.94,0
920.01,271722899,FP,19.2998,2458335.23411,2019-07-23 18:22:48,2021-10-29 12:59:15,110.312488,-73.453234,11.191,3818.0,,0
922.01,278199349,FP,9.46516,2458418.21857,2019-07-23 18:22:48,2021-10-29 12:59:15,110.890427,-79.504188,11.499,4120.0,,0
923.01,301051430,FP,3.2744665,2459117.395284,2019-07-23 18:22:48,2024-08-15 10:08:02,50.036337,-45.061851,11.0264,6049.0,1.2460999,0
925.01,300599466,FP,13.17741,2458331.86537,2019-07-23 18:22:48,2022-07-11 16:02:02,113.047662,-68.012289,11.3377,5027.7,10.05,0
927.01,261258875,FP,2.5852,2458327.45003,2019-07-09 14:50:03,2021-10-29 12:59:15,89.730768,-79.743374,9.2691,6639.0,2.66,0
928.01,300557619,FP,30.57908,2458350.32222,2019-01-18 16:50:41,2021-12-07 16:02:02,112.599235,-71.595463,11.4124,5848.0,1.13,0
935.01,260476837,FP,2.23294,2458327.85012,2019-07-15 19:20:08,2024-09-07 10:08:02,96.248202,-59.804574,12.7918,4814.0,0.804149,0
937.01,425163745,FP,0.27664,2458438.55668,2019-07-24 14:30:01,2021-12-07 16:02:02,58.896845,-2.505949,10.855,5341.6,1.78,0
942.01,146520535,CP,4.32765,2458441.57167,2019-07-24 14:30:01,2021-10-29 12:59:15,76.649617,-20.245613,11.0462,4945.0,0.91,1
944.01,434234955,FP,6.0588453,2459196.69943,2019-07-24 14:30:01,2024-09-07 10:08:02,63.811095,14.944839,11.3818,7011.0,3.6,0
946.01,219205407,FP,6.1253092,2459356.387875,2019-04-01 16:52:00,2024-09-07 10:08:02,92.833906,-51.466622,10.8732,5008.3,1.05,0
949.01,189013222,FP,1.3228701,2459199.159811,2019-07-24 14:30:01,2022-01-25 16:02:02,79.101853,-15.512686,10.2892,5136.1,0.84,0
950.01,245947683,FA,1.14288,2458439.35452,2019-07-24 14:30:01,2021-10-29 12:59:15,70.375099,14.815533,10.2098,6706.0,1.51,0
951.01,449050247,FP,2.96845,2458441.2993,2019-07-24 14:30:01,2021-12-07 16:02:02,67.551337,5.298825,10.0938,5761.5,1.4,0
953.01,449050248,FP,2.96844,2458441.29935,2019-07-24 14:30:01,2023-03-15 12:03:11,67.552495,5.298431,9.87405,5772.0,1.54,0
954.01,44792534,CP,3.68497,2459167.32483,2019-07-24 14:30:01,2024-04-25 10:08:01,61.941059,-25.208803,9.77919,5756.0,1.93,1
955.01,146467675,FP,1.6375303,2459199.705849,2019-07-24 14:30:01,2024-09-07 10:08:02,76.081839,-20.731341,9.70467,5888.8,1.72,0
956.01,146434840,FP,17.95473,2458445.26599,2019-07-24 14:30:01,2021-12-07 16:02:02,75.360839,-22.382135,9.49344,6029.5,1.77,0
957.01,249067445,FP,0.8317937,2459198.9042,2019-07-24 14:30:01,2024-09-07 10:08:02,79.432431,-0.370122,8.95699,8897.0,1.82,0
959.01,279999655,FP,1.54104,2458492.69541,2019-07-24 15:58:33,2021-10-29 12:59:15,114.012456,4.715116,10.649,8264.0,,0
960.01,5109298,FP,1.6187107,2459202.960241,2019-07-24 15:58:33,2023-08-10 16:02:02,107.59809,-5.432679,10.6698,9385.0,2.22468,0
961.01,265077027,FP,4.79586,2458496.16829,2019-07-24 15:58:33,2021-10-29 12:59:15,127.178328,4.038553,10.6596,5782.5,1.3,0
962.01,141776043,FP,4.06269,2458493.35787,2019-07-24 15:58:33,2021-10-29 12:59:15,117.712497,-21.015735,11.2295,,,0
964.01,179155220,FP,0.60274,2458491.88882,2019-07-24 15:58:33,2021-10-29 12:59:15,109.106905,-8.329732,10.6659,5146.2,0.83,0
965.01,179159972,FP,1.37101,2458491.95227,2019-07-24 15:58:33,2021-10-29 12:59:15,109.056276,-9.893473,10.6124,5947.5,1.15,0
967.01,445586472,FP,1.7393631,2459230.004598,2019-07-24 15:58:33,2021-10-29 12:59:15,117.084021,-57.236311,10.5704,7051.0,2.40368,0
968.01,453209605,FP,2.80944,2458493.61746,2019-07-24 15:58:33,2021-10-29 12:59:15,116.914289,11.980797,10.5766,4968.3,,0
969.01,280437559,CP,1.8237371,2459248.377773,2019-07-24 15:58:33,2022-11-28 12:02:29,115.136686,2.098588,10.5424,4249.1,0.82,1
971.01,177722855,FP,2.3960724,2459225.430047,2019-07-24 15:58:33,2024-09-09 10:08:01,107.42144,-11.328877,10.5224,5743.0,1.37,0
972.01,125894957,FP,2.67425,2458493.15026,2019-07-24 15:58:33,2022-07-11 16:02:02,115.280389,-26.070939,10.5484,4770.0,36.51,0
973.01,409459226,FP,1.27997,2458491.82839,2019-07-24 15:58:33,2022-07-11 16:02:02,109.950322,-11.942687,10.5816,3435.0,102.03,0
974.01,333821572,FP,2.8259491,2459985.027628,2019-07-24 15:58:33,2023-03-08 16:02:02,116.274911,-17.17511,10.4337,8192.0,1.84,0
975.01,133654092,FP,1.97353,2458493.1271,2019-07-24 15:58:33,2021-10-29 12:59:15,121.185099,-41.559812,10.4527,2828.0,,0
976.01,347098457,FP,3.1510408,2459230.210781,2019-07-24 15:58:33,2021-10-29 12:59:15,117.470237,-16.023413,10.4856,4240.0,49.1612,0
977.01,268371979,FP,2.78102,2458492.39581,2019-07-24 15:58:33,2021-10-29 12:59:15,105.063071,-2.347448,10.5153,4538.0,0.74,0
979.01,5772442,FP,1.10578,2458492.50181,2019-07-24 15:58:33,2021-10-29 12:59:15,111.766458,-7.129696,10.351,5650.4,2.62,0
980.01,93594834,FP,1.3387555,2459228.778145,2019-07-24 15:58:33,2024-09-09 10:08:01,114.420797,-7.33674,10.3138,5322.0,1.96337,0
981.01,127476180,FP,1.6038093,2460715.502404,2019-07-24 15:58:33,2025-07-31 10:39:19,117.113226,-28.204828,10.2957,6711.0,1.48129,0
982.01,177126182,FP,6.3037582,2459216.0127,2019-07-24 15:58:33,2024-09-09 10:08:01,106.405063,-11.979855,10.3075,8502.0,3.08,0
983.01,148659924,FP,7.3816254,2459973.559152,2019-07-24 15:58:33,2023-03-08 10:10:02,114.864422,-32.903754,10.3437,9260.2,,0
984.01,33091633,FP,7.52118,2458495.71336,2019-07-24 15:58:33,2021-10-29 12:59:15,104.87593,-4.812169,10.2763,6184.6,0.52,0
985.01,425220920,FP,8.76905,2458494.52201,2019-07-24 15:58:33,2021-10-29 12:59:15,111.644015,7.01633,10.2462,5906.8,1.59,0
986.01,320536216,FP,0.5476699,2460716.58341,2019-07-24 15:58:33,2025-12-11 10:08:01,120.105441,10.343871,10.1796,8274.5,1.65,0
987.01,52548453,FP,5.2146757,2460686.110094,2019-07-24 15:58:33,2025-05-16 16:00:02,100.9257,-30.491967,10.1887,6080.0,2.27,0
988.01,113553629,FP,4.30438,2458491.91542,2019-07-24 15:58:33,2021-10-29 12:59:15,113.424039,-30.996054,10.1989,6056.9,4.82,0
992.01,108835813,FP,4.76516,2458494.06581,2019-07-24 15:58:33,2021-10-29 12:59:15,112.616704,-26.080682,10.0813,9412.5,,0
994.01,93963408,FP,2.396722,2459229.899754,2019-07-24 15:58:33,2021-10-29 12:59:15,115.046333,-9.084269,10.0267,10393.0,1.87739,0
995.01,317951248,FP,3.4438,2458493.5283,2019-07-24 15:58:33,2021-10-29 12:59:15,110.811443,5.56285,10.0781,4805.2,,0
996.01,142918609,FP,14.5378,2458494.77797,2019-07-24 15:58:33,2021-10-29 12:59:15,119.349948,-19.516015,9.7925,8007.0,2.05,0
997.01,341729521,FP,8.4134856,2459230.149086,2019-07-24 15:58:33,2024-09-09 10:08:01,121.319521,-59.579798,9.7727,5786.0,0.926261,0
998.01,54390047,FP,0.941436,2459229.569561,2019-07-24 15:58:33,2024-09-09 10:08:01,118.319555,-14.218823,9.6952,8322.0,2.34986,0
999.01,341186896,FP,1.5078959,2459985.987965,2019-07-24 15:58:33,2024-09-09 10:08:01,118.864086,-58.22206,9.6171,6635.0,1.3,0
1000.01,50365310,FP,2.1713484,2459229.630046,2019-07-24 15:58:33,2024-09-09 10:08:01,112.357708,-12.69596,9.604,10249.0,2.16986,0
1002.01,124709665,FP,1.8675574,2459224.687802,2019-07-24 15:58:33,2022-07-11 16:02:02,104.726966,-10.580455,9.299501,8924.0,5.73,0
1003.01,106997505,FP,2.74323,2458493.3957,2019-07-24 15:58:33,2022-02-23 10:10:02,110.559945,-25.207017,9.3003,5388.5,,0
1004.01,238597883,FP,3.5730141,2459987.047262,2019-07-24 15:58:33,2024-09-09 10:08:01,122.178195,-48.802811,9.1355,9219.0,2.15,0
1005.01,169904935,FP,4.5505945,2459985.156855,2019-07-24 15:58:33,2025-07-08 10:08:01,120.704811,-11.101521,9.1309,5613.0,1.09,0
1006.01,156115721,FP,2.5047918,2459229.984579,2019-07-24 15:58:33,2021-10-29 12:59:15,124.359239,-27.273521,9.2386,6616.0,1.53429,0
1008.01,440801822,FP,2.0483755,2460258.236122,2019-07-24 15:58:33,2023-12-08 16:02:02,109.382839,13.395219,8.9362,6858.5,1.57,0
1010.01,139853601,FP,0.6808702,2459228.878101,2019-07-24 15:58:33,2021-10-29 12:59:15,112.293981,-21.832912,8.45086,9438.0,1.0,0
1013.01,97700520,FP,5.4255548,2459232.248322,2019-07-24 15:58:33,2021-10-29 12:59:15,107.286063,-31.933523,7.6095,8868.7,,0
1014.01,96246348,FP,1.4095184,2459985.657041,2019-07-24 15:58:33,2023-11-20 10:08:02,103.561602,-34.22282,7.678,9307.0,,0
1015.01,155044736,FP,1.3730466,2459963.610065,2019-04-01 16:51:56,2023-12-20 16:02:19,122.895964,-27.971896,10.7069,4897.0,6.7996101,0
1016.01,175310067,FP,12.6889415,2459238.831138,2019-04-01 16:52:03,2024-09-09 10:08:01,116.110771,-36.098285,10.6257,7601.0,1.53641,0
1017.01,182943944,FP,1.10422,2458518.96536,2019-07-24 17:08:12,2021-10-29 12:59:15,124.726411,-37.78325,10.6019,6995.2,1.61,0
1018.01,291555748,FP,4.95912,2458492.78078,2019-04-01 16:52:01,2021-10-29 12:59:15,111.716019,-50.266567,10.6254,5889.0,2.0,0
1020.01,140706664,FP,3.28892,2458521.29108,2019-07-24 17:08:12,2021-10-29 12:59:15,128.381976,-43.828421,10.7173,8734.2,,0
1021.01,143994283,FP,1.90879,2458492.90429,2019-07-24 17:08:12,2021-10-29 12:59:15,119.30075,-42.999149,10.5551,6022.6,1.22,0
1022.01,47384844,FA,3.09574,2458547.448,2019-06-04 14:32:44,2023-06-06 12:02:56,162.96491,-5.788708,8.72924,6084.0,1.41,0
1023.01,238374636,FP,1.3214483,2459303.303969,2019-07-24 18:44:12,2021-12-07 16:02:02,120.837688,-51.345626,9.697,5050.8,2.99,0
1024.01,141482386,FP,18.0157,2458339.72276,2019-07-24 18:44:12,2021-10-29 12:59:15,86.820714,-72.422611,10.0814,4709.0,7.61,0
1025.01,297967252,FP,9.6837908,2460733.686688,2019-07-24 18:44:12,2025-12-11 10:08:01,142.521159,-51.517114,5.5324,8598.7,,0
1026.01,388624270,FP,14.2628757,2460720.807674,2019-06-11 14:45:00,2025-09-02 16:00:02,125.434634,-51.759442,9.9138,5690.0,0.853898,0
1028.01,447283466,FP,1.01606,2458544.48066,2019-07-24 18:44:12,2021-10-29 12:59:15,157.098337,-51.705409,7.9059,4634.0,0.68,0
1029.01,374908020,FP,36.22214,2458365.89313,2019-06-11 14:45:03,2021-12-07 16:02:02,88.73909,-65.958839,6.841,,,0
1030.01,464296022,FP,12.1246519,2460054.783937,2019-07-24 18:44:12,2023-05-31 10:10:01,155.831478,-57.590248,9.5706,4807.6,1.07,0
1031.01,304021498,FP,5.652623,2459304.837939,2019-06-25 15:58:39,2024-09-19 10:08:01,140.88389,-67.026006,9.7318,6415.4,1.92,0
1033.01,149601557,FP,29.0161646,2460717.39858,2019-06-11 14:45:00,2025-10-08 16:00:02,87.282586,-60.498444,10.0163,6113.1,2.01,0
1034.01,400595342,FP,3.6404389,2460768.617427,2019-07-24 18:44:12,2025-09-05 10:08:01,134.441752,-49.000578,9.8174,9810.0,1.60776,0
1037.01,363260203,FP,1.2025238,2459331.124512,2019-07-24 18:44:12,2024-09-07 10:08:02,147.385172,-63.306478,9.0211,9158.0,1.74,0
1038.01,90544017,FP,3.2235985,2459273.371643,2019-07-24 18:44:12,2021-10-29 12:59:15,128.454638,-49.940347,8.7157,8904.0,2.17,0
1040.01,310483807,FP,2.55555,2460756.129789,2019-07-24 18:44:12,2025-11-06 16:00:01,128.61421,-61.488262,8.3854,10037.0,6.04,0
1041.01,385624852,FP,8.30792,2459261.801216,2019-07-24 18:44:12,2021-10-29 12:59:15,138.402252,-55.19791,8.0981,9081.0,3.05,0
1042.01,360286627,FP,0.758082,2459281.337956,2019-07-24 18:44:12,2025-12-11 10:08:01,141.975215,-61.33004,9.718,9917.0,3.5086601,0
1043.01,90448944,FP,1.4415577,2459985.770425,2019-07-24 18:44:12,2024-09-09 10:08:01,128.302319,-52.714202,9.5719,6902.0,1.52,0
1045.01,54044474,FP,3.7039994,2459301.544126,2019-07-24 18:44:12,2021-12-07 16:02:02,159.887704,-32.51188,9.6306,7013.8,1.9,0
1046.01,309787037,FP,1.3042553,2460177.867195,2019-07-24 18:44:12,2024-09-19 10:08:01,126.419468,-60.907514,10.0119,6762.0,1.75,0
1047.01,370745311,FP,0.62627,2458544.79061,2019-07-24 18:44:12,2021-10-29 12:59:15,144.581535,-67.505097,10.2355,5622.0,0.93,0
1048.01,384549882,FP,0.30412,2458518.376,2019-07-24 18:44:12,2021-10-29 12:59:15,136.527702,-54.903922,8.802,11892.0,2.52,0
1051.01,259863352,FA,21.701669,2458657.736625,2019-08-16 20:20:45,2024-09-17 10:08:02,40.365939,-71.462749,7.1278,5625.0,1.56486,0
1052.01,317060587,CP,9.139804,2458332.941229,2019-08-16 20:20:47,2023-07-24 12:03:31,337.510274,-75.646561,9.0197,5958.2,1.58,1
1053.01,112395568,FP,5.742625,2458657.999179,2019-08-16 20:20:42,2024-09-19 10:08:01,290.977117,-33.351416,8.8849,5664.0,3.86959,0
1054.01,366989877,CP,15.5077855,2460122.700139,2019-08-16 20:20:48,2023-09-14 16:02:01,302.114174,-54.317501,8.4362,6122.0,1.17,1
1055.01,320004517,CP,17.4713078,2458661.062711,2019-08-16 20:20:47,2024-10-01 10:08:01,293.286615,-54.532728,8.0888,5783.54,0.974669,1
1061.01,253990973,FP,0.540933,2458654.253249,2019-08-16 20:20:44,2021-10-29 12:59:15,284.688908,-41.242483,9.7345,5525.0,1.21935,0
1062.01,299799658,CP,4.1150576,2460177.200429,2019-08-16 20:20:47,2023-10-16 16:02:02,38.120968,-78.023683,9.478,5394.0,0.89,1
1064.01,79748331,CP,6.4438657,2458656.668478,2019-08-16 20:20:42,2024-04-25 10:08:01,296.003935,-47.56203,10.0059,4803.0,0.737189,1
1064.02,79748331,CP,12.2265595,2458664.490132,2019-08-16 20:20:42,2024-04-25 10:08:01,296.003935,-47.56203,10.0059,4803.0,0.737189,1
1070.01,31858844,FP,2.9776152,2458655.579241,2019-08-16 20:20:41,2021-10-29 12:59:15,289.478541,-32.861327,15.7114,5740.0,1.28,0
1072.01,140830390,FP,12.8379689,2459211.732146,2019-08-16 20:20:43,2021-10-29 12:59:15,75.627307,-72.913998,11.7106,5765.0,2.4494,0
1073.01,158297421,CP,3.9228016,2459036.472812,2019-08-16 20:20:43,2021-12-09 10:10:02,287.484402,-49.664942,13.6699,4444.0,0.6983,1
1075.01,351601843,CP,0.6047392,2458654.249503,2019-08-16 20:20:48,2024-09-09 10:08:01,309.971209,-65.449699,11.1186,4046.0,0.580337,1
1078.01,370133522,CP,0.5182425,2458654.10332,2019-08-16 20:20:48,2024-09-09 10:08:01,306.928646,-56.462287,10.1165,3325.0,0.390989,1
1080.01,161032923,CP,3.9652485,2458654.060577,2019-08-16 20:20:43,2026-03-03 12:06:51,276.368325,-52.214573,12.7067,3296.0,0.199988,1
1087.01,426077080,FP,9.30992,2458630.77194,2019-08-06 19:30:24,2021-10-29 12:59:15,238.001011,-76.49349,9.4142,6907.0,3.09,0
1088.01,343648136,FA,1.15395,2458626.38955,2019-08-06 19:30:24,2021-10-29 12:59:15,272.311383,-76.300955,10.4613,6093.0,1.4,0
1089.01,129319156,FP,4.73703,2458643.10264,2019-08-06 19:30:00,2021-10-29 12:59:15,228.84306,-52.885989,10.3918,11600.0,2.48,0
1090.01,361034196,FP,2.19296,2458628.96316,2019-08-06 19:30:00,2021-10-29 12:59:15,242.016315,-68.588832,10.0196,7009.8,2.95,0
1092.01,387079085,FP,1.1923,2458601.38096,2019-08-06 19:29:59,2021-10-29 12:59:15,217.022882,-64.634285,9.0039,6534.0,2.04,0
1093.01,382331352,FP,11.47606,2458601.33791,2019-08-06 19:29:59,2021-10-29 12:59:15,215.805264,-63.045983,10.0067,,,0
1096.01,375225453,FP,0.9209526,2459307.93577,2019-08-12 16:22:54,2021-10-29 12:59:15,133.826684,-73.173308,10.11,6553.0,2.8908899,0
1097.01,360630575,CP,9.188506,2459376.410518,2019-08-12 16:22:54,2024-09-10 10:08:02,189.775859,-74.57402,8.7215,5876.0,0.98,1
1097.02,360630575,CP,13.9028391,2459344.461827,2022-03-24 22:19:26,2023-03-03 12:03:04,189.775859,-74.57402,8.7215,5876.0,0.983215,1
1098.01,383390264,CP,10.1826983,2458629.909082,2019-08-16 20:20:49,2024-02-13 10:08:02,192.589285,-88.121111,8.7581,6153.0,1.14582,1
1099.01,290348383,CP,6.441006,2460140.220927,2019-08-16 20:20:46,2023-12-03 12:03:15,328.718171,-77.338802,7.3661,4867.0,0.8,1
1100.01,318608749,FP,20.0731588,2459044.494531,2019-08-15 15:39:13,2024-10-18 10:08:02,9.126138,-83.567067,10.5135,6033.0,1.14849,0
1101.01,271581073,FP,2.66903,2459058.79277,2019-08-15 15:39:15,2024-09-07 10:08:02,319.551469,-77.529113,10.5891,5803.5,1.56,0
1102.01,311890977,FP,6.63371,2458627.80423,2019-08-15 15:39:15,2024-09-07 10:08:02,263.003209,-76.858265,10.5652,4138.1,0.63,0
1104.01,451599528,FP,341.2791676,2458702.256022,2019-08-15 15:39:15,2025-12-11 16:00:01,279.721286,-85.709137,7.5622,6058.6,1.39203,0
1107.01,394561119,CP,4.0782392,2459336.073646,2019-08-15 15:39:15,2024-02-15 10:08:02,155.607863,-82.218869,10.0068,6501.0,1.74836,1
1108.01,295599256,FP,7.14386,2458655.54872,2019-08-15 15:39:15,2021-10-29 12:59:15,274.221618,-68.197779,9.941,7860.0,1.91,0
1109.01,50309953,FP,7.04083,2459083.35168,2019-08-15 15:39:14,2024-09-07 10:08:02,30.198486,-77.610376,9.7906,5317.0,0.91,0
1110.01,446549905,FP,2.4545635,2460146.990136,2019-08-15 15:39:14,2023-08-28 10:08:02,286.791829,-58.697242,9.6789,6610.0,1.64,0
1111.01,412014494,FP,11.4756978,2460131.889805,2019-08-15 15:39:14,2023-09-14 16:02:01,291.373783,-60.941042,9.3871,7262.0,2.13,0
1112.01,369864738,FP,2.7817956,2460879.801151,2019-08-15 15:39:13,2026-07-15 16:00:02,163.628917,-87.269735,9.5162,6819.0,2.21,0
1113.01,290348382,FP,6.4410082,2460140.221205,2019-08-15 15:39:14,2023-08-30 10:08:02,328.710839,-77.337433,9.66865,3469.0,0.53,0
